"year_month","month_of_release","passenger_type","direction","sex","age","estimate","standard_error","status"
"2006-08","2020-09","Long-term migrant","Net","Male","30-34 years",143,0,"Final"
"2006-09","2020-09","Long-term migrant","Net","Male","30-34 years",191,0,"Final"
"2006-10","2020-09","Long-term migrant","Net","Male","30-34 years",210,0,"Final"
"2006-11","2020-09","Long-term migrant","Net","Male","30-34 years",332,0,"Final"
"2006-12","2020-09","Long-term migrant","Net","Male","30-34 years",280,0,"Final"
"2007-01","2020-09","Long-term migrant","Net","Male","30-34 years",256,0,"Final"
"2007-02","2020-09","Long-term migrant","Net","Male","30-34 years",213,0,"Final"
"2007-03","2020-09","Long-term migrant","Net","Male","30-34 years",99,0,"Final"
"2007-04","2020-09","Long-term migrant","Net","Male","30-34 years",1,0,"Final"
"2007-05","2020-09","Long-term migrant","Net","Male","30-34 years",-100,0,"Final"
"2007-06","2020-09","Long-term migrant","Net","Male","30-34 years",36,0,"Final"
"2007-07","2020-09","Long-term migrant","Net","Male","30-34 years",16,0,"Final"
"2007-08","2020-09","Long-term migrant","Net","Male","30-34 years",169,0,"Final"
"2007-09","2020-09","Long-term migrant","Net","Male","30-34 years",155,0,"Final"
"2007-10","2020-09","Long-term migrant","Net","Male","30-34 years",162,0,"Final"
"2007-11","2020-09","Long-term migrant","Net","Male","30-34 years",219,0,"Final"
"2007-12","2020-09","Long-term migrant","Net","Male","30-34 years",296,0,"Final"
"2008-01","2020-09","Long-term migrant","Net","Male","30-34 years",212,0,"Final"
"2008-02","2020-09","Long-term migrant","Net","Male","30-34 years",247,0,"Final"
"2008-03","2020-09","Long-term migrant","Net","Male","30-34 years",115,0,"Final"
"2008-04","2020-09","Long-term migrant","Net","Male","30-34 years",46,0,"Final"
"2008-05","2020-09","Long-term migrant","Net","Male","30-34 years",17,0,"Final"
"2008-06","2020-09","Long-term migrant","Net","Male","30-34 years",-10,0,"Final"
"2008-07","2020-09","Long-term migrant","Net","Male","30-34 years",73,0,"Final"
"2008-08","2020-09","Long-term migrant","Net","Male","30-34 years",131,0,"Final"
"2008-09","2020-09","Long-term migrant","Net","Male","30-34 years",157,0,"Final"
"2008-10","2020-09","Long-term migrant","Net","Male","30-34 years",186,0,"Final"
"2008-11","2020-09","Long-term migrant","Net","Male","30-34 years",218,0,"Final"
"2008-12","2020-09","Long-term migrant","Net","Male","30-34 years",256,0,"Final"
"2009-01","2020-09","Long-term migrant","Net","Male","30-34 years",225,0,"Final"
"2009-02","2020-09","Long-term migrant","Net","Male","30-34 years",222,0,"Final"
"2009-03","2020-09","Long-term migrant","Net","Male","30-34 years",44,0,"Final"
"2009-04","2020-09","Long-term migrant","Net","Male","30-34 years",-2,0,"Final"
"2009-05","2020-09","Long-term migrant","Net","Male","30-34 years",-1,0,"Final"
"2009-06","2020-09","Long-term migrant","Net","Male","30-34 years",10,0,"Final"
"2009-07","2020-09","Long-term migrant","Net","Male","30-34 years",14,0,"Final"
"2009-08","2020-09","Long-term migrant","Net","Male","30-34 years",32,0,"Final"
"2009-09","2020-09","Long-term migrant","Net","Male","30-34 years",128,0,"Final"
"2009-10","2020-09","Long-term migrant","Net","Male","30-34 years",70,0,"Final"
"2009-11","2020-09","Long-term migrant","Net","Male","30-34 years",106,0,"Final"
"2009-12","2020-09","Long-term migrant","Net","Male","30-34 years",179,0,"Final"
"2010-01","2020-09","Long-term migrant","Net","Male","30-34 years",157,0,"Final"
"2010-02","2020-09","Long-term migrant","Net","Male","30-34 years",36,0,"Final"
"2010-03","2020-09","Long-term migrant","Net","Male","30-34 years",-120,0,"Final"
"2010-04","2020-09","Long-term migrant","Net","Male","30-34 years",-102,0,"Final"
"2010-05","2020-09","Long-term migrant","Net","Male","30-34 years",-212,0,"Final"
"2010-06","2020-09","Long-term migrant","Net","Male","30-34 years",-102,0,"Final"
"2010-07","2020-09","Long-term migrant","Net","Male","30-34 years",-14,0,"Final"
"2010-08","2020-09","Long-term migrant","Net","Male","30-34 years",-38,0,"Final"
"2010-09","2020-09","Long-term migrant","Net","Male","30-34 years",44,0,"Final"
"2010-10","2020-09","Long-term migrant","Net","Male","30-34 years",35,0,"Final"
"2010-11","2020-09","Long-term migrant","Net","Male","30-34 years",109,0,"Final"
"2010-12","2020-09","Long-term migrant","Net","Male","30-34 years",138,0,"Final"
"2011-01","2020-09","Long-term migrant","Net","Male","30-34 years",28,0,"Final"
"2011-02","2020-09","Long-term migrant","Net","Male","30-34 years",70,0,"Final"
"2011-03","2020-09","Long-term migrant","Net","Male","30-34 years",-154,0,"Final"
"2011-04","2020-09","Long-term migrant","Net","Male","30-34 years",-168,0,"Final"
"2011-05","2020-09","Long-term migrant","Net","Male","30-34 years",-188,0,"Final"
"2011-06","2020-09","Long-term migrant","Net","Male","30-34 years",-158,0,"Final"
"2011-07","2020-09","Long-term migrant","Net","Male","30-34 years",-118,0,"Final"
"2011-08","2020-09","Long-term migrant","Net","Male","30-34 years",28,0,"Final"
"2011-09","2020-09","Long-term migrant","Net","Male","30-34 years",86,0,"Final"
"2011-10","2020-09","Long-term migrant","Net","Male","30-34 years",54,0,"Final"
"2011-11","2020-09","Long-term migrant","Net","Male","30-34 years",70,0,"Final"
"2011-12","2020-09","Long-term migrant","Net","Male","30-34 years",69,0,"Final"
"2012-01","2020-09","Long-term migrant","Net","Male","30-34 years",-61,0,"Final"
"2012-02","2020-09","Long-term migrant","Net","Male","30-34 years",71,0,"Final"
"2012-03","2020-09","Long-term migrant","Net","Male","30-34 years",-101,0,"Final"
"2012-04","2020-09","Long-term migrant","Net","Male","30-34 years",-118,0,"Final"
"2012-05","2020-09","Long-term migrant","Net","Male","30-34 years",-151,0,"Final"
"2012-06","2020-09","Long-term migrant","Net","Male","30-34 years",-58,0,"Final"
"2012-07","2020-09","Long-term migrant","Net","Male","30-34 years",-85,0,"Final"
"2012-08","2020-09","Long-term migrant","Net","Male","30-34 years",20,0,"Final"
"2012-09","2020-09","Long-term migrant","Net","Male","30-34 years",147,0,"Final"
"2012-10","2020-09","Long-term migrant","Net","Male","30-34 years",157,0,"Final"
"2012-11","2020-09","Long-term migrant","Net","Male","30-34 years",129,0,"Final"
"2012-12","2020-09","Long-term migrant","Net","Male","30-34 years",151,0,"Final"
"2013-01","2020-09","Long-term migrant","Net","Male","30-34 years",198,0,"Final"
"2013-02","2020-09","Long-term migrant","Net","Male","30-34 years",155,0,"Final"
"2013-03","2020-09","Long-term migrant","Net","Male","30-34 years",37,0,"Final"
"2013-04","2020-09","Long-term migrant","Net","Male","30-34 years",33,0,"Final"
"2013-05","2020-09","Long-term migrant","Net","Male","30-34 years",-21,0,"Final"
"2013-06","2020-09","Long-term migrant","Net","Male","30-34 years",53,0,"Final"
"2013-07","2020-09","Long-term migrant","Net","Male","30-34 years",143,0,"Final"
"2013-08","2020-09","Long-term migrant","Net","Male","30-34 years",176,0,"Final"
"2013-09","2020-09","Long-term migrant","Net","Male","30-34 years",244,0,"Final"
"2013-10","2020-09","Long-term migrant","Net","Male","30-34 years",289,0,"Final"
"2013-11","2020-09","Long-term migrant","Net","Male","30-34 years",260,0,"Final"
"2013-12","2020-09","Long-term migrant","Net","Male","30-34 years",256,0,"Final"
"2014-01","2020-09","Long-term migrant","Net","Male","30-34 years",311,0,"Final"
"2014-02","2020-09","Long-term migrant","Net","Male","30-34 years",409,0,"Final"
"2014-03","2020-09","Long-term migrant","Net","Male","30-34 years",207,0,"Final"
"2014-04","2020-09","Long-term migrant","Net","Male","30-34 years",132,0,"Final"
"2014-05","2020-09","Long-term migrant","Net","Male","30-34 years",95,0,"Final"
"2014-06","2020-09","Long-term migrant","Net","Male","30-34 years",162,0,"Final"
"2014-07","2020-09","Long-term migrant","Net","Male","30-34 years",342,0,"Final"
"2014-08","2020-09","Long-term migrant","Net","Male","30-34 years",351,0,"Final"
"2014-09","2020-09","Long-term migrant","Net","Male","30-34 years",376,0,"Final"
"2014-10","2020-09","Long-term migrant","Net","Male","30-34 years",392,0,"Final"
"2014-11","2020-09","Long-term migrant","Net","Male","30-34 years",367,0,"Final"
"2014-12","2020-09","Long-term migrant","Net","Male","30-34 years",265,0,"Final"
"2015-01","2020-09","Long-term migrant","Net","Male","30-34 years",262,0,"Final"
"2015-02","2020-09","Long-term migrant","Net","Male","30-34 years",411,0,"Final"
"2015-03","2020-09","Long-term migrant","Net","Male","30-34 years",314,0,"Final"
"2015-04","2020-09","Long-term migrant","Net","Male","30-34 years",216,0,"Final"
"2015-05","2020-09","Long-term migrant","Net","Male","30-34 years",207,0,"Final"
"2015-06","2020-09","Long-term migrant","Net","Male","30-34 years",253,0,"Final"
"2015-07","2020-09","Long-term migrant","Net","Male","30-34 years",365,0,"Final"
"2015-08","2020-09","Long-term migrant","Net","Male","30-34 years",498,0,"Final"
"2015-09","2020-09","Long-term migrant","Net","Male","30-34 years",450,0,"Final"
"2015-10","2020-09","Long-term migrant","Net","Male","30-34 years",414,0,"Final"
"2015-11","2020-09","Long-term migrant","Net","Male","30-34 years",440,0,"Final"
"2015-12","2020-09","Long-term migrant","Net","Male","30-34 years",370,0,"Final"
"2016-01","2020-09","Long-term migrant","Net","Male","30-34 years",454,0,"Final"
"2016-02","2020-09","Long-term migrant","Net","Male","30-34 years",556,0,"Final"
"2016-03","2020-09","Long-term migrant","Net","Male","30-34 years",251,0,"Final"
"2016-04","2020-09","Long-term migrant","Net","Male","30-34 years",200,0,"Final"
"2016-05","2020-09","Long-term migrant","Net","Male","30-34 years",197,0,"Final"
"2016-06","2020-09","Long-term migrant","Net","Male","30-34 years",256,0,"Final"
"2016-07","2020-09","Long-term migrant","Net","Male","30-34 years",378,0,"Final"
"2016-08","2020-09","Long-term migrant","Net","Male","30-34 years",456,0,"Final"
"2016-09","2020-09","Long-term migrant","Net","Male","30-34 years",493,0,"Final"
"2016-10","2020-09","Long-term migrant","Net","Male","30-34 years",451,0,"Final"
"2016-11","2020-09","Long-term migrant","Net","Male","30-34 years",514,0,"Final"
"2016-12","2020-09","Long-term migrant","Net","Male","30-34 years",351,0,"Final"
"2017-01","2020-09","Long-term migrant","Net","Male","30-34 years",380,0,"Final"
"2017-02","2020-09","Long-term migrant","Net","Male","30-34 years",528,0,"Final"
"2017-03","2020-09","Long-term migrant","Net","Male","30-34 years",410,0,"Final"
"2017-04","2020-09","Long-term migrant","Net","Male","30-34 years",216,0,"Final"
"2017-05","2020-09","Long-term migrant","Net","Male","30-34 years",209,0,"Final"
"2017-06","2020-09","Long-term migrant","Net","Male","30-34 years",269,0,"Final"
"2017-07","2020-09","Long-term migrant","Net","Male","30-34 years",351,0,"Final"
"2017-08","2020-09","Long-term migrant","Net","Male","30-34 years",346,0,"Final"
"2017-09","2020-09","Long-term migrant","Net","Male","30-34 years",381,0,"Final"
"2017-10","2020-09","Long-term migrant","Net","Male","30-34 years",398,0,"Final"
"2017-11","2020-09","Long-term migrant","Net","Male","30-34 years",460,0,"Final"
"2017-12","2020-09","Long-term migrant","Net","Male","30-34 years",179,0,"Final"
"2018-01","2020-09","Long-term migrant","Net","Male","30-34 years",457,0,"Final"
"2018-02","2020-09","Long-term migrant","Net","Male","30-34 years",467,0,"Final"
"2018-03","2020-09","Long-term migrant","Net","Male","30-34 years",310,0,"Final"
"2018-04","2020-09","Long-term migrant","Net","Male","30-34 years",155,0,"Final"
"2018-05","2020-09","Long-term migrant","Net","Male","30-34 years",187,0,"Final"
"2018-06","2020-09","Long-term migrant","Net","Male","30-34 years",222,0,"Final"
"2018-07","2020-09","Long-term migrant","Net","Male","30-34 years",329,0,"Final"
"2018-08","2020-09","Long-term migrant","Net","Male","30-34 years",406,0,"Final"
"2018-09","2020-09","Long-term migrant","Net","Male","30-34 years",456,0,"Final"
"2018-10","2020-09","Long-term migrant","Net","Male","30-34 years",499,0,"Final"
"2018-11","2020-09","Long-term migrant","Net","Male","30-34 years",426,0,"Final"
"2018-12","2020-09","Long-term migrant","Net","Male","30-34 years",249,0,"Final"
"2019-01","2020-09","Long-term migrant","Net","Male","30-34 years",234,0,"Final"
"2019-02","2020-09","Long-term migrant","Net","Male","30-34 years",504,0,"Final"
"2019-03","2020-09","Long-term migrant","Net","Male","30-34 years",285,0,"Final"
"2019-04","2020-09","Long-term migrant","Net","Male","30-34 years",70,0,"Final"
"2001-01","2020-09","Long-term migrant","Net","Female","35-39 years",-9,0,"Final"
"2001-02","2020-09","Long-term migrant","Net","Female","35-39 years",-19,0,"Final"
"2001-03","2020-09","Long-term migrant","Net","Female","35-39 years",57,0,"Final"
"2001-04","2020-09","Long-term migrant","Net","Female","35-39 years",34,0,"Final"
"2001-05","2020-09","Long-term migrant","Net","Female","35-39 years",-1,0,"Final"
"2001-06","2020-09","Long-term migrant","Net","Female","35-39 years",137,0,"Final"
"2001-07","2020-09","Long-term migrant","Net","Female","35-39 years",167,0,"Final"
"2001-08","2020-09","Long-term migrant","Net","Female","35-39 years",148,0,"Final"
"2001-09","2020-09","Long-term migrant","Net","Female","35-39 years",242,0,"Final"
"2001-10","2020-09","Long-term migrant","Net","Female","35-39 years",299,0,"Final"
"2001-11","2020-09","Long-term migrant","Net","Female","35-39 years",306,0,"Final"
"2001-12","2020-09","Long-term migrant","Net","Female","35-39 years",259,0,"Final"
"2002-01","2020-09","Long-term migrant","Net","Female","35-39 years",304,0,"Final"
"2002-02","2020-09","Long-term migrant","Net","Female","35-39 years",221,0,"Final"
"2002-03","2020-09","Long-term migrant","Net","Female","35-39 years",208,0,"Final"
"2002-04","2020-09","Long-term migrant","Net","Female","35-39 years",171,0,"Final"
"2002-05","2020-09","Long-term migrant","Net","Female","35-39 years",165,0,"Final"
"2002-06","2020-09","Long-term migrant","Net","Female","35-39 years",240,0,"Final"
"2002-07","2020-09","Long-term migrant","Net","Female","35-39 years",204,0,"Final"
"2002-08","2020-09","Long-term migrant","Net","Female","35-39 years",268,0,"Final"
"2002-09","2020-09","Long-term migrant","Net","Female","35-39 years",360,0,"Final"
"2002-10","2020-09","Long-term migrant","Net","Female","35-39 years",291,0,"Final"
"2002-11","2020-09","Long-term migrant","Net","Female","35-39 years",390,0,"Final"
"2002-12","2020-09","Long-term migrant","Net","Female","35-39 years",324,0,"Final"
"2003-01","2020-09","Long-term migrant","Net","Female","35-39 years",385,0,"Final"
"2003-02","2020-09","Long-term migrant","Net","Female","35-39 years",298,0,"Final"
"2003-03","2020-09","Long-term migrant","Net","Female","35-39 years",195,0,"Final"
"2003-04","2020-09","Long-term migrant","Net","Female","35-39 years",202,0,"Final"
"2003-05","2020-09","Long-term migrant","Net","Female","35-39 years",147,0,"Final"
"2003-06","2020-09","Long-term migrant","Net","Female","35-39 years",194,0,"Final"
"2003-07","2020-09","Long-term migrant","Net","Female","35-39 years",171,0,"Final"
"2003-08","2020-09","Long-term migrant","Net","Female","35-39 years",147,0,"Final"
"2003-09","2020-09","Long-term migrant","Net","Female","35-39 years",215,0,"Final"
"2003-10","2020-09","Long-term migrant","Net","Female","35-39 years",234,0,"Final"
"2003-11","2020-09","Long-term migrant","Net","Female","35-39 years",259,0,"Final"
"2003-12","2020-09","Long-term migrant","Net","Female","35-39 years",154,0,"Final"
"2004-01","2020-09","Long-term migrant","Net","Female","35-39 years",302,0,"Final"
"2004-02","2020-09","Long-term migrant","Net","Female","35-39 years",155,0,"Final"
"2004-03","2020-09","Long-term migrant","Net","Female","35-39 years",84,0,"Final"
"2004-04","2020-09","Long-term migrant","Net","Female","35-39 years",58,0,"Final"
"2004-05","2020-09","Long-term migrant","Net","Female","35-39 years",87,0,"Final"
"2004-06","2020-09","Long-term migrant","Net","Female","35-39 years",89,0,"Final"
"2004-07","2020-09","Long-term migrant","Net","Female","35-39 years",79,0,"Final"
"2004-08","2020-09","Long-term migrant","Net","Female","35-39 years",142,0,"Final"
"2004-09","2020-09","Long-term migrant","Net","Female","35-39 years",105,0,"Final"
"2004-10","2020-09","Long-term migrant","Net","Female","35-39 years",123,0,"Final"
"2004-11","2020-09","Long-term migrant","Net","Female","35-39 years",157,0,"Final"
"2004-12","2020-09","Long-term migrant","Net","Female","35-39 years",115,0,"Final"
"2005-01","2020-09","Long-term migrant","Net","Female","35-39 years",197,0,"Final"
"2005-02","2020-09","Long-term migrant","Net","Female","35-39 years",107,0,"Final"
"2005-03","2020-09","Long-term migrant","Net","Female","35-39 years",24,0,"Final"
"2005-04","2020-09","Long-term migrant","Net","Female","35-39 years",-31,0,"Final"
"2005-05","2020-09","Long-term migrant","Net","Female","35-39 years",45,0,"Final"
"2005-06","2020-09","Long-term migrant","Net","Female","35-39 years",99,0,"Final"
"2005-07","2020-09","Long-term migrant","Net","Female","35-39 years",53,0,"Final"
"2005-08","2020-09","Long-term migrant","Net","Female","35-39 years",95,0,"Final"
"2005-09","2020-09","Long-term migrant","Net","Female","35-39 years",166,0,"Final"
"2005-10","2020-09","Long-term migrant","Net","Female","35-39 years",145,0,"Final"
"2005-11","2020-09","Long-term migrant","Net","Female","35-39 years",150,0,"Final"
"2005-12","2020-09","Long-term migrant","Net","Female","35-39 years",127,0,"Final"
"2006-01","2020-09","Long-term migrant","Net","Female","35-39 years",208,0,"Final"
"2006-02","2020-09","Long-term migrant","Net","Female","35-39 years",113,0,"Final"
"2006-03","2020-09","Long-term migrant","Net","Female","35-39 years",68,0,"Final"
"2006-04","2020-09","Long-term migrant","Net","Female","35-39 years",61,0,"Final"
"2006-05","2020-09","Long-term migrant","Net","Female","35-39 years",29,0,"Final"
"2006-06","2020-09","Long-term migrant","Net","Female","35-39 years",80,0,"Final"
"2006-07","2020-09","Long-term migrant","Net","Female","35-39 years",96,0,"Final"
"2006-08","2020-09","Long-term migrant","Net","Female","35-39 years",150,0,"Final"
"2006-09","2020-09","Long-term migrant","Net","Female","35-39 years",190,0,"Final"
"2006-10","2020-09","Long-term migrant","Net","Female","35-39 years",157,0,"Final"
"2006-11","2020-09","Long-term migrant","Net","Female","35-39 years",225,0,"Final"
"2006-12","2020-09","Long-term migrant","Net","Female","35-39 years",133,0,"Final"
"2007-01","2020-09","Long-term migrant","Net","Female","35-39 years",252,0,"Final"
"2007-02","2020-09","Long-term migrant","Net","Female","35-39 years",82,0,"Final"
"2007-03","2020-09","Long-term migrant","Net","Female","35-39 years",101,0,"Final"
"2007-04","2020-09","Long-term migrant","Net","Female","35-39 years",42,0,"Final"
"2007-05","2020-09","Long-term migrant","Net","Female","35-39 years",8,0,"Final"
"2007-06","2020-09","Long-term migrant","Net","Female","35-39 years",53,0,"Final"
"2007-07","2020-09","Long-term migrant","Net","Female","35-39 years",26,0,"Final"
"2007-08","2020-09","Long-term migrant","Net","Female","35-39 years",139,0,"Final"
"2007-09","2020-09","Long-term migrant","Net","Female","35-39 years",169,0,"Final"
"2007-10","2020-09","Long-term migrant","Net","Female","35-39 years",106,0,"Final"
"2007-11","2020-09","Long-term migrant","Net","Female","35-39 years",136,0,"Final"
"2007-12","2020-09","Long-term migrant","Net","Female","35-39 years",157,0,"Final"
"2008-01","2020-09","Long-term migrant","Net","Female","35-39 years",162,0,"Final"
"2008-02","2020-09","Long-term migrant","Net","Female","35-39 years",144,0,"Final"
"2008-03","2020-09","Long-term migrant","Net","Female","35-39 years",75,0,"Final"
"2008-04","2020-09","Long-term migrant","Net","Female","35-39 years",51,0,"Final"
"2008-05","2020-09","Long-term migrant","Net","Female","35-39 years",25,0,"Final"
"2008-06","2020-09","Long-term migrant","Net","Female","35-39 years",43,0,"Final"
"2008-07","2020-09","Long-term migrant","Net","Female","35-39 years",64,0,"Final"
"2008-08","2020-09","Long-term migrant","Net","Female","35-39 years",92,0,"Final"
"2008-09","2020-09","Long-term migrant","Net","Female","35-39 years",167,0,"Final"
"2008-10","2020-09","Long-term migrant","Net","Female","35-39 years",91,0,"Final"
"2008-11","2020-09","Long-term migrant","Net","Female","35-39 years",118,0,"Final"
"2008-12","2020-09","Long-term migrant","Net","Female","35-39 years",73,0,"Final"
"2009-01","2020-09","Long-term migrant","Net","Female","35-39 years",161,0,"Final"
"2009-02","2020-09","Long-term migrant","Net","Female","35-39 years",116,0,"Final"
"2009-03","2020-09","Long-term migrant","Net","Female","35-39 years",33,0,"Final"
"2009-04","2020-09","Long-term migrant","Net","Female","35-39 years",76,0,"Final"
"2009-05","2020-09","Long-term migrant","Net","Female","35-39 years",36,0,"Final"
"2009-06","2020-09","Long-term migrant","Net","Female","35-39 years",33,0,"Final"
"2009-07","2020-09","Long-term migrant","Net","Female","35-39 years",43,0,"Final"
"2009-08","2020-09","Long-term migrant","Net","Female","35-39 years",107,0,"Final"
"2009-09","2020-09","Long-term migrant","Net","Female","35-39 years",129,0,"Final"
"2009-10","2020-09","Long-term migrant","Net","Female","35-39 years",122,0,"Final"
"2009-11","2020-09","Long-term migrant","Net","Female","35-39 years",77,0,"Final"
"2009-12","2020-09","Long-term migrant","Net","Female","35-39 years",100,0,"Final"
"2010-01","2020-09","Long-term migrant","Net","Female","35-39 years",123,0,"Final"
"2010-02","2020-09","Long-term migrant","Net","Female","35-39 years",44,0,"Final"
"2010-03","2020-09","Long-term migrant","Net","Female","35-39 years",8,0,"Final"
"2010-04","2020-09","Long-term migrant","Net","Female","35-39 years",-10,0,"Final"
"2010-05","2020-09","Long-term migrant","Net","Female","35-39 years",-57,0,"Final"
"2010-06","2020-09","Long-term migrant","Net","Female","35-39 years",-8,0,"Final"
"2010-07","2020-09","Long-term migrant","Net","Female","35-39 years",-47,0,"Final"
"2010-08","2020-09","Long-term migrant","Net","Female","35-39 years",32,0,"Final"
"2010-09","2020-09","Long-term migrant","Net","Female","35-39 years",43,0,"Final"
"2010-10","2020-09","Long-term migrant","Net","Female","35-39 years",17,0,"Final"
"2010-11","2020-09","Long-term migrant","Net","Female","35-39 years",17,0,"Final"
"2010-12","2020-09","Long-term migrant","Net","Female","35-39 years",27,0,"Final"
"2011-01","2020-09","Long-term migrant","Net","Female","35-39 years",41,0,"Final"
"2011-02","2020-09","Long-term migrant","Net","Female","35-39 years",47,0,"Final"
"2011-03","2020-09","Long-term migrant","Net","Female","35-39 years",-82,0,"Final"
"2011-04","2020-09","Long-term migrant","Net","Female","35-39 years",-95,0,"Final"
"2011-05","2020-09","Long-term migrant","Net","Female","35-39 years",-91,0,"Final"
"2011-06","2020-09","Long-term migrant","Net","Female","35-39 years",-80,0,"Final"
"2011-07","2020-09","Long-term migrant","Net","Female","35-39 years",-86,0,"Final"
"2011-08","2020-09","Long-term migrant","Net","Female","35-39 years",23,0,"Final"
"2011-09","2020-09","Long-term migrant","Net","Female","35-39 years",35,0,"Final"
"2011-10","2020-09","Long-term migrant","Net","Female","35-39 years",-33,0,"Final"
"2011-11","2020-09","Long-term migrant","Net","Female","35-39 years",26,0,"Final"
"2011-12","2020-09","Long-term migrant","Net","Female","35-39 years",-9,0,"Final"
"2012-01","2020-09","Long-term migrant","Net","Female","35-39 years",28,0,"Final"
"2012-02","2020-09","Long-term migrant","Net","Female","35-39 years",6,0,"Final"
"2012-03","2020-09","Long-term migrant","Net","Female","35-39 years",-72,0,"Final"
"2012-04","2020-09","Long-term migrant","Net","Female","35-39 years",-80,0,"Final"
"2012-05","2020-09","Long-term migrant","Net","Female","35-39 years",-68,0,"Final"
"2012-06","2020-09","Long-term migrant","Net","Female","35-39 years",-41,0,"Final"
"2012-07","2020-09","Long-term migrant","Net","Female","35-39 years",-38,0,"Final"
"2012-08","2020-09","Long-term migrant","Net","Female","35-39 years",26,0,"Final"
"2012-09","2020-09","Long-term migrant","Net","Female","35-39 years",45,0,"Final"
"2012-10","2020-09","Long-term migrant","Net","Female","35-39 years",66,0,"Final"
"2012-11","2020-09","Long-term migrant","Net","Female","35-39 years",47,0,"Final"
"2012-12","2020-09","Long-term migrant","Net","Female","35-39 years",20,0,"Final"
"2013-01","2020-09","Long-term migrant","Net","Female","35-39 years",75,0,"Final"
"2013-02","2020-09","Long-term migrant","Net","Female","35-39 years",61,0,"Final"
"2013-03","2020-09","Long-term migrant","Net","Female","35-39 years",15,0,"Final"
"2013-04","2020-09","Long-term migrant","Net","Female","35-39 years",19,0,"Final"
"2013-05","2020-09","Long-term migrant","Net","Female","35-39 years",-32,0,"Final"
"2013-06","2020-09","Long-term migrant","Net","Female","35-39 years",8,0,"Final"
"2013-07","2020-09","Long-term migrant","Net","Female","35-39 years",37,0,"Final"
"2013-08","2020-09","Long-term migrant","Net","Female","35-39 years",128,0,"Final"
"2013-09","2020-09","Long-term migrant","Net","Female","35-39 years",133,0,"Final"
"2013-10","2020-09","Long-term migrant","Net","Female","35-39 years",145,0,"Final"
"2013-11","2020-09","Long-term migrant","Net","Female","35-39 years",142,0,"Final"
"2013-12","2020-09","Long-term migrant","Net","Female","35-39 years",86,0,"Final"
"2014-01","2020-09","Long-term migrant","Net","Female","35-39 years",159,0,"Final"
"2014-02","2020-09","Long-term migrant","Net","Female","35-39 years",196,0,"Final"
"2014-03","2020-09","Long-term migrant","Net","Female","35-39 years",75,0,"Final"
"2014-04","2020-09","Long-term migrant","Net","Female","35-39 years",121,0,"Final"
"2014-05","2020-09","Long-term migrant","Net","Female","35-39 years",53,0,"Final"
"2014-06","2020-09","Long-term migrant","Net","Female","35-39 years",63,0,"Final"
"2014-07","2020-09","Long-term migrant","Net","Female","35-39 years",127,0,"Final"
"2014-08","2020-09","Long-term migrant","Net","Female","35-39 years",137,0,"Final"
"2014-09","2020-09","Long-term migrant","Net","Female","35-39 years",176,0,"Final"
"2014-10","2020-09","Long-term migrant","Net","Female","35-39 years",213,0,"Final"
"2014-11","2020-09","Long-term migrant","Net","Female","35-39 years",194,0,"Final"
"2014-12","2020-09","Long-term migrant","Net","Female","35-39 years",205,0,"Final"
"2015-01","2020-09","Long-term migrant","Net","Female","35-39 years",252,0,"Final"
"2015-02","2020-09","Long-term migrant","Net","Female","35-39 years",204,0,"Final"
"2015-03","2020-09","Long-term migrant","Net","Female","35-39 years",113,0,"Final"
"2015-04","2020-09","Long-term migrant","Net","Female","35-39 years",67,0,"Final"
"2015-05","2020-09","Long-term migrant","Net","Female","35-39 years",94,0,"Final"
"2015-06","2020-09","Long-term migrant","Net","Female","35-39 years",136,0,"Final"
"2015-07","2020-09","Long-term migrant","Net","Female","35-39 years",180,0,"Final"
"2015-08","2020-09","Long-term migrant","Net","Female","35-39 years",202,0,"Final"
"2015-09","2020-09","Long-term migrant","Net","Female","35-39 years",268,0,"Final"
"2015-10","2020-09","Long-term migrant","Net","Female","35-39 years",273,0,"Final"
"2015-11","2020-09","Long-term migrant","Net","Female","35-39 years",259,0,"Final"
"2015-12","2020-09","Long-term migrant","Net","Female","35-39 years",233,0,"Final"
"2016-01","2020-09","Long-term migrant","Net","Female","35-39 years",311,0,"Final"
"2016-02","2020-09","Long-term migrant","Net","Female","35-39 years",303,0,"Final"
"2016-03","2020-09","Long-term migrant","Net","Female","35-39 years",163,0,"Final"
"2016-04","2020-09","Long-term migrant","Net","Female","35-39 years",149,0,"Final"
"2016-05","2020-09","Long-term migrant","Net","Female","35-39 years",150,0,"Final"
"2016-06","2020-09","Long-term migrant","Net","Female","35-39 years",163,0,"Final"
"2016-07","2020-09","Long-term migrant","Net","Female","35-39 years",234,0,"Final"
"2016-08","2020-09","Long-term migrant","Net","Female","35-39 years",224,0,"Final"
"2016-09","2020-09","Long-term migrant","Net","Female","35-39 years",272,0,"Final"
"2016-10","2020-09","Long-term migrant","Net","Female","35-39 years",284,0,"Final"
"2016-11","2020-09","Long-term migrant","Net","Female","35-39 years",274,0,"Final"
"2016-12","2020-09","Long-term migrant","Net","Female","35-39 years",269,0,"Final"
"2017-01","2020-09","Long-term migrant","Net","Female","35-39 years",321,0,"Final"
"2017-02","2020-09","Long-term migrant","Net","Female","35-39 years",267,0,"Final"
"2017-03","2020-09","Long-term migrant","Net","Female","35-39 years",219,0,"Final"
